circuit_type,preservation_level,mitigated,query_name,shots,row_index,column_index,win_probability,fidelity,trace_distance,success_probability,failure_probability,raw_scale_factor_dists
baseline,low,True,R1C2,8192,1,2,0.8503723144531249,0.8493253380906117,0.14962768554687403,0.8503723144531249,0.1496276855468752,"{""1"": {""0000"": 0.097900390625, ""0001"": 0.0374755859375, ""0010"": 0.092529296875, ""0011"": 0.03125, ""0100"": 0.095947265625, ""0101"": 0.0306396484375, ""0110"": 0.092529296875, ""0111"": 0.0311279296875, ""1000"": 0.0306396484375, ""1001"": 0.087646484375, ""1010"": 0.0301513671875, ""1011"": 0.092529296875, ""1100"": 0.0286865234375, ""1101"": 0.0927734375, ""1110"": 0.033203125, ""1111"": 0.094970703125}, ""3"": {""0000"": 0.0845947265625, ""0001"": 0.050048828125, ""0010"": 0.0804443359375, ""0011"": 0.0491943359375, ""0100"": 0.080322265625, ""0101"": 0.05029296875, ""0110"": 0.0665283203125, ""0111"": 0.0491943359375, ""1000"": 0.050048828125, ""1001"": 0.073974609375, ""1010"": 0.0478515625, ""1011"": 0.07080078125, ""1100"": 0.0516357421875, ""1101"": 0.078857421875, ""1110"": 0.046630859375, ""1111"": 0.069580078125}, ""5"": {""0000"": 0.0780029296875, ""0001"": 0.058837890625, ""0010"": 0.0625, ""0011"": 0.0576171875, ""0100"": 0.0714111328125, ""0101"": 0.060302734375, ""0110"": 0.0714111328125, ""0111"": 0.0560302734375, ""1000"": 0.0565185546875, ""1001"": 0.0660400390625, ""1010"": 0.0501708984375, ""1011"": 0.0625, ""1100"": 0.0574951171875, ""1101"": 0.070068359375, ""1110"": 0.052490234375, ""1111"": 0.068603515625}}"
baseline,low,True,R1C3,8192,1,3,0.8887176513671873,0.8850578496535444,0.11421203613281175,0.8887176513671873,0.11128234863281272,"{""1"": {""0000"": 0.0277099609375, ""0001"": 0.0858154296875, ""0010"": 0.100830078125, ""0011"": 0.0311279296875, ""0100"": 0.02978515625, ""0101"": 0.1060791015625, ""0110"": 0.089111328125, ""0111"": 0.0281982421875, ""1000"": 0.1024169921875, ""1001"": 0.03173828125, ""1010"": 0.030029296875, ""1011"": 0.0933837890625, ""1100"": 0.0859375, ""1101"": 0.0244140625, ""1110"": 0.0303955078125, ""1111"": 0.10302734375}, ""3"": {""0000"": 0.048095703125, ""0001"": 0.08203125, ""0010"": 0.0810546875, ""0011"": 0.052978515625, ""0100"": 0.0516357421875, ""0101"": 0.0828857421875, ""0110"": 0.071044921875, ""0111"": 0.0457763671875, ""1000"": 0.079345703125, ""1001"": 0.0496826171875, ""1010"": 0.0460205078125, ""1011"": 0.066162109375, ""1100"": 0.072265625, ""1101"": 0.0455322265625, ""1110"": 0.0528564453125, ""1111"": 0.0726318359375}, ""5"": {""0000"": 0.0557861328125, ""0001"": 0.0706787109375, ""0010"": 0.0709228515625, ""0011"": 0.0567626953125, ""0100"": 0.05859375, ""0101"": 0.07373046875, ""0110"": 0.0665283203125, ""0111"": 0.054443359375, ""1000"": 0.07421875, ""1001"": 0.0546875, ""1010"": 0.050048828125, ""1011"": 0.0693359375, ""1100"": 0.068115234375, ""1101"": 0.0540771484375, ""1110"": 0.053955078125, ""1111"": 0.068115234375}}"
baseline,low,True,R2C1,8192,2,1,0.9082489013671872,0.9066690846862311,0.09255981445312439,0.9082489013671872,0.09175109863281278,"{""1"": {""0000"": 0.098876953125, ""0001"": 0.09912109375, ""0010"": 0.0274658203125, ""0011"": 0.0308837890625, ""0100"": 0.0333251953125, ""0101"": 0.028076171875, ""0110"": 0.0947265625, ""0111"": 0.0921630859375, ""1000"": 0.0980224609375, ""1001"": 0.102294921875, ""1010"": 0.0325927734375, ""1011"": 0.0264892578125, ""1100"": 0.0274658203125, ""1101"": 0.0274658203125, ""1110"": 0.095947265625, ""1111"": 0.0850830078125}, ""3"": {""0000"": 0.07470703125, ""0001"": 0.073486328125, ""0010"": 0.0523681640625, ""0011"": 0.0482177734375, ""0100"": 0.056396484375, ""0101"": 0.0533447265625, ""0110"": 0.073974609375, ""0111"": 0.068603515625, ""1000"": 0.0738525390625, ""1001"": 0.072021484375, ""1010"": 0.0576171875, ""1011"": 0.046630859375, ""1100"": 0.0556640625, ""1101"": 0.04931640625, ""1110"": 0.072265625, ""1111"": 0.071533203125}, ""5"": {""0000"": 0.066650390625, ""0001"": 0.0694580078125, ""0010"": 0.0626220703125, ""0011"": 0.0615234375, ""0100"": 0.0621337890625, ""0101"": 0.059326171875, ""0110"": 0.0645751953125, ""0111"": 0.06787109375, ""1000"": 0.06884765625, ""1001"": 0.0640869140625, ""1010"": 0.0579833984375, ""1011"": 0.0567626953125, ""1100"": 0.05322265625, ""1101"": 0.060791015625, ""1110"": 0.064453125, ""1111"": 0.0596923828125}}"
baseline,low,True,R2C2,8192,2,2,0.8276672363281249,0.8258595475027087,0.17233276367187408,0.8276672363281249,0.17233276367187517,"{""1"": {""0000"": 0.09619140625, ""0001"": 0.037353515625, ""0010"": 0.0823974609375, ""0011"": 0.03466796875, ""0100"": 0.0328369140625, ""0101"": 0.087890625, ""0110"": 0.0361328125, ""0111"": 0.0914306640625, ""1000"": 0.0892333984375, ""1001"": 0.0338134765625, ""1010"": 0.094970703125, ""1011"": 0.0361328125, ""1100"": 0.0335693359375, ""1101"": 0.0924072265625, ""1110"": 0.0364990234375, ""1111"": 0.08447265625}, ""3"": {""0000"": 0.0714111328125, ""0001"": 0.05517578125, ""0010"": 0.07568359375, ""0011"": 0.05322265625, ""0100"": 0.057861328125, ""0101"": 0.0697021484375, ""0110"": 0.0599365234375, ""0111"": 0.072265625, ""1000"": 0.0673828125, ""1001"": 0.0498046875, ""1010"": 0.0716552734375, ""1011"": 0.055419921875, ""1100"": 0.051025390625, ""1101"": 0.072021484375, ""1110"": 0.0498046875, ""1111"": 0.067626953125}, ""5"": {""0000"": 0.0662841796875, ""0001"": 0.0662841796875, ""0010"": 0.0618896484375, ""0011"": 0.059814453125, ""0100"": 0.062255859375, ""0101"": 0.0572509765625, ""0110"": 0.06201171875, ""0111"": 0.0699462890625, ""1000"": 0.0623779296875, ""1001"": 0.059814453125, ""1010"": 0.0592041015625, ""1011"": 0.0609130859375, ""1100"": 0.061279296875, ""1101"": 0.0638427734375, ""1110"": 0.06298828125, ""1111"": 0.0638427734375}}"
baseline,low,True,R2C3,8192,2,3,0.8629455566406249,0.8617963864642667,0.137054443359374,0.8629455566406249,0.13705444335937517,"{""1"": {""0000"": 0.0335693359375, ""0001"": 0.0936279296875, ""0010"": 0.095703125, ""0011"": 0.0313720703125, ""0100"": 0.0943603515625, ""0101"": 0.031494140625, ""0110"": 0.02734375, ""0111"": 0.09716796875, ""1000"": 0.02783203125, ""1001"": 0.088623046875, ""1010"": 0.098876953125, ""1011"": 0.0286865234375, ""1100"": 0.0966796875, ""1101"": 0.0322265625, ""1110"": 0.028564453125, ""1111"": 0.0938720703125}, ""3"": {""0000"": 0.05078125, ""0001"": 0.0771484375, ""0010"": 0.081298828125, ""0011"": 0.044677734375, ""0100"": 0.0809326171875, ""0101"": 0.050048828125, ""0110"": 0.0535888671875, ""0111"": 0.0771484375, ""1000"": 0.0516357421875, ""1001"": 0.076904296875, ""1010"": 0.0772705078125, ""1011"": 0.0482177734375, ""1100"": 0.0657958984375, ""1101"": 0.0439453125, ""1110"": 0.0504150390625, ""1111"": 0.0701904296875}, ""5"": {""0000"": 0.062744140625, ""0001"": 0.068603515625, ""0010"": 0.0684814453125, ""0011"": 0.06103515625, ""0100"": 0.069091796875, ""0101"": 0.0574951171875, ""0110"": 0.0531005859375, ""0111"": 0.06640625, ""1000"": 0.05908203125, ""1001"": 0.0655517578125, ""1010"": 0.059814453125, ""1011"": 0.0626220703125, ""1100"": 0.0595703125, ""1101"": 0.0550537109375, ""1110"": 0.0599365234375, ""1111"": 0.0714111328125}}"
baseline,low,True,R3C1,8192,3,1,0.9174194335937498,0.9146412681955125,0.09608459472656233,0.9174194335937498,0.08258056640625026,"{""1"": {""0000"": 0.0904541015625, ""0001"": 0.105712890625, ""0010"": 0.0260009765625, ""0011"": 0.028564453125, ""0100"": 0.0303955078125, ""0101"": 0.0291748046875, ""0110"": 0.10791015625, ""0111"": 0.091064453125, ""1000"": 0.027099609375, ""1001"": 0.0283203125, ""1010"": 0.0941162109375, ""1011"": 0.1029052734375, ""1100"": 0.097412109375, ""1101"": 0.0904541015625, ""1110"": 0.0252685546875, ""1111"": 0.025146484375}, ""3"": {""0000"": 0.07763671875, ""0001"": 0.077392578125, ""0010"": 0.05126953125, ""0011"": 0.0509033203125, ""0100"": 0.052001953125, ""0101"": 0.050048828125, ""0110"": 0.076416015625, ""0111"": 0.0775146484375, ""1000"": 0.05322265625, ""1001"": 0.04638671875, ""1010"": 0.07275390625, ""1011"": 0.07177734375, ""1100"": 0.0770263671875, ""1101"": 0.0692138671875, ""1110"": 0.0479736328125, ""1111"": 0.0484619140625}, ""5"": {""0000"": 0.0701904296875, ""0001"": 0.0673828125, ""0010"": 0.0584716796875, ""0011"": 0.0556640625, ""0100"": 0.0615234375, ""0101"": 0.057861328125, ""0110"": 0.0704345703125, ""0111"": 0.063232421875, ""1000"": 0.05859375, ""1001"": 0.0538330078125, ""1010"": 0.06787109375, ""1011"": 0.0675048828125, ""1100"": 0.069580078125, ""1101"": 0.0692138671875, ""1110"": 0.0552978515625, ""1111"": 0.0533447265625}}"
baseline,low,True,R3C2,8192,3,2,0.8431854248046873,0.8428164282549437,0.1568145751953114,0.8431854248046873,0.15681457519531275,"{""1"": {""0000"": 0.0958251953125, ""0001"": 0.03076171875, ""0010"": 0.096435546875, ""0011"": 0.0325927734375, ""0100"": 0.036865234375, ""0101"": 0.091796875, ""0110"": 0.03125, ""0111"": 0.0941162109375, ""1000"": 0.0316162109375, ""1001"": 0.0909423828125, ""1010"": 0.034423828125, ""1011"": 0.0885009765625, ""1100"": 0.0899658203125, ""1101"": 0.0345458984375, ""1110"": 0.0877685546875, ""1111"": 0.0325927734375}, ""3"": {""0000"": 0.0811767578125, ""0001"": 0.05126953125, ""0010"": 0.07666015625, ""0011"": 0.0550537109375, ""0100"": 0.0528564453125, ""0101"": 0.0780029296875, ""0110"": 0.05078125, ""0111"": 0.0689697265625, ""1000"": 0.0496826171875, ""1001"": 0.07470703125, ""1010"": 0.05224609375, ""1011"": 0.0712890625, ""1100"": 0.0703125, ""1101"": 0.046630859375, ""1110"": 0.0697021484375, ""1111"": 0.0506591796875}, ""5"": {""0000"": 0.070556640625, ""0001"": 0.0616455078125, ""0010"": 0.068115234375, ""0011"": 0.0582275390625, ""0100"": 0.0595703125, ""0101"": 0.069091796875, ""0110"": 0.0531005859375, ""0111"": 0.0623779296875, ""1000"": 0.0543212890625, ""1001"": 0.07080078125, ""1010"": 0.05712890625, ""1011"": 0.06591796875, ""1100"": 0.07080078125, ""1101"": 0.058837890625, ""1110"": 0.0634765625, ""1111"": 0.0560302734375}}"
baseline,low,True,R3C3,8192,3,3,0.86468505859375,0.8626341423951628,0.1353149414062488,0.86468505859375,0.1353149414062502,"{""1"": {""0000"": 0.026123046875, ""0001"": 0.0958251953125, ""0010"": 0.08984375, ""0011"": 0.0279541015625, ""0100"": 0.0953369140625, ""0101"": 0.0252685546875, ""0110"": 0.030517578125, ""0111"": 0.101806640625, ""1000"": 0.097412109375, ""1001"": 0.02880859375, ""1010"": 0.026611328125, ""1011"": 0.0999755859375, ""1100"": 0.0289306640625, ""1101"": 0.09423828125, ""1110"": 0.1029052734375, ""1111"": 0.0284423828125}, ""3"": {""0000"": 0.05029296875, ""0001"": 0.088623046875, ""0010"": 0.085205078125, ""0011"": 0.04296875, ""0100"": 0.0853271484375, ""0101"": 0.0460205078125, ""0110"": 0.0447998046875, ""0111"": 0.0819091796875, ""1000"": 0.0821533203125, ""1001"": 0.042236328125, ""1010"": 0.0386962890625, ""1011"": 0.0794677734375, ""1100"": 0.0469970703125, ""1101"": 0.07373046875, ""1110"": 0.076416015625, ""1111"": 0.03515625}, ""5"": {""0000"": 0.0540771484375, ""0001"": 0.072509765625, ""0010"": 0.0782470703125, ""0011"": 0.0550537109375, ""0100"": 0.0791015625, ""0101"": 0.0548095703125, ""0110"": 0.0484619140625, ""0111"": 0.0748291015625, ""1000"": 0.07373046875, ""1001"": 0.0484619140625, ""1010"": 0.0472412109375, ""1011"": 0.0692138671875, ""1100"": 0.050048828125, ""1101"": 0.0740966796875, ""1110"": 0.073486328125, ""1111"": 0.046630859375}}"
contextuality-preserving,medium,False,R1C1,8192,1,1,0.9088134765625,0.9084333815805491,0.09118652343749964,0.9088134765625,0.0911865234375,{}
contextuality-preserving,medium,False,R1C2,8192,1,2,0.80029296875,0.8000912276281822,0.19970703124999967,0.80029296875,0.19970703125,{}
contextuality-preserving,medium,False,R1C3,8192,1,3,0.804931640625,0.8047908468418468,0.19506835937499964,0.804931640625,0.195068359375,{}
contextuality-preserving,medium,False,R2C1,8192,2,1,0.8175048828125,0.8172062715391107,0.18249511718749964,0.8175048828125,0.1824951171875,{}
contextuality-preserving,medium,False,R2C2,8192,2,2,0.779296875,0.7788103642190057,0.22070312499999967,0.779296875,0.220703125,{}
contextuality-preserving,medium,False,R2C3,8192,2,3,0.781982421875,0.781617497057246,0.21801757812499964,0.781982421875,0.218017578125,{}
contextuality-preserving,medium,False,R3C1,8192,3,1,0.81298828125,0.812616740105401,0.1870117187499995,0.81298828125,0.18701171875,{}
contextuality-preserving,medium,False,R3C2,8192,3,2,0.7708740234375,0.770563660105268,0.2291259765624995,0.7708740234375,0.2291259765625,{}
contextuality-preserving,medium,False,R3C3,8192,3,3,0.7921142578125,0.7920312989826931,0.2078857421874995,0.7921142578125,0.2078857421875,{}
baseline,medium,False,R1C1,8192,1,1,0.901123046875,0.9007663871213817,0.098876953124999,0.901123046875,0.098876953125,{}
baseline,medium,False,R1C2,8192,1,2,0.7373046875,0.7370796954745664,0.26269531249999906,0.7373046875,0.2626953125,{}
baseline,medium,False,R1C3,8192,1,3,0.7425537109375,0.741615358266981,0.25744628906249906,0.7425537109375,0.2574462890625,{}
baseline,medium,False,R2C1,8192,2,1,0.759521484375,0.7591506024763466,0.24047851562499903,0.759521484375,0.240478515625,{}
baseline,medium,False,R2C2,8192,2,2,0.697265625,0.6969438138536428,0.30273437499999906,0.697265625,0.302734375,{}
baseline,medium,False,R2C3,8192,2,3,0.7244873046875,0.7241670256916264,0.27551269531249906,0.7244873046875,0.2755126953125,{}
baseline,medium,False,R3C1,8192,3,1,0.7532958984375,0.7528250444905603,0.24670410156249892,0.7532958984375,0.2467041015625,{}
baseline,medium,False,R3C2,8192,3,2,0.720458984375,0.7201124755106604,0.27954101562499895,0.720458984375,0.279541015625,{}
baseline,medium,False,R3C3,8192,3,3,0.7703857421875,0.7699711813359512,0.22961425781249892,0.7703857421875,0.2296142578125,{}
contextuality-preserving,medium,True,R1C1,8192,1,1,0.9501800537109375,0.9489005162235796,0.05986022949218738,0.9501800537109375,0.0498199462890625,"{""1"": {""0000"": 0.116943359375, ""0001"": 0.1136474609375, ""0010"": 0.01025390625, ""0011"": 0.0118408203125, ""0100"": 0.123291015625, ""0101"": 0.1182861328125, ""0110"": 0.0111083984375, ""0111"": 0.0101318359375, ""1000"": 0.00927734375, ""1001"": 0.0086669921875, ""1010"": 0.10498046875, ""1011"": 0.1185302734375, ""1100"": 0.0106201171875, ""1101"": 0.010986328125, ""1110"": 0.1107177734375, ""1111"": 0.1107177734375}, ""3"": {""0000"": 0.1148681640625, ""0001"": 0.1107177734375, ""0010"": 0.013671875, ""0011"": 0.017333984375, ""0100"": 0.1197509765625, ""0101"": 0.10595703125, ""0110"": 0.017333984375, ""0111"": 0.018310546875, ""1000"": 0.016845703125, ""1001"": 0.0174560546875, ""1010"": 0.107421875, ""1011"": 0.1051025390625, ""1100"": 0.0150146484375, ""1101"": 0.0164794921875, ""1110"": 0.10546875, ""1111"": 0.0982666015625}, ""5"": {""0000"": 0.1121826171875, ""0001"": 0.106201171875, ""0010"": 0.02001953125, ""0011"": 0.0184326171875, ""0100"": 0.10498046875, ""0101"": 0.1063232421875, ""0110"": 0.0205078125, ""0111"": 0.0218505859375, ""1000"": 0.0172119140625, ""1001"": 0.020263671875, ""1010"": 0.1031494140625, ""1011"": 0.1065673828125, ""1100"": 0.0213623046875, ""1101"": 0.020263671875, ""1110"": 0.107177734375, ""1111"": 0.093505859375}}"
contextuality-preserving,medium,True,R1C2,8192,1,2,0.8753051757812501,0.874806987388897,0.12469482421874972,0.8753051757812501,0.12469482421875011,"{""1"": {""0000"": 0.102783203125, ""0001"": 0.0303955078125, ""0010"": 0.0968017578125, ""0011"": 0.02734375, ""0100"": 0.0982666015625, ""0101"": 0.029296875, ""0110"": 0.09912109375, ""0111"": 0.0250244140625, ""1000"": 0.0250244140625, ""1001"": 0.0977783203125, ""1010"": 0.02392578125, ""1011"": 0.10009765625, ""1100"": 0.024658203125, ""1101"": 0.0966796875, ""1110"": 0.0245361328125, ""1111"": 0.0982666015625}, ""3"": {""0000"": 0.0865478515625, ""0001"": 0.0423583984375, ""0010"": 0.0819091796875, ""0011"": 0.04248046875, ""0100"": 0.08984375, ""0101"": 0.0465087890625, ""0110"": 0.08251953125, ""0111"": 0.0421142578125, ""1000"": 0.0400390625, ""1001"": 0.0843505859375, ""1010"": 0.043701171875, ""1011"": 0.0745849609375, ""1100"": 0.0416259765625, ""1101"": 0.0753173828125, ""1110"": 0.0421142578125, ""1111"": 0.083984375}, ""5"": {""0000"": 0.071533203125, ""0001"": 0.0567626953125, ""0010"": 0.077392578125, ""0011"": 0.0518798828125, ""0100"": 0.082275390625, ""0101"": 0.0556640625, ""0110"": 0.0706787109375, ""0111"": 0.0501708984375, ""1000"": 0.0528564453125, ""1001"": 0.0723876953125, ""1010"": 0.0487060546875, ""1011"": 0.0675048828125, ""1100"": 0.050537109375, ""1101"": 0.0723876953125, ""1110"": 0.0513916015625, ""1111"": 0.06787109375}}"
contextuality-preserving,medium,True,R1C3,8192,1,3,0.8810882568359373,0.880251798269089,0.11891174316406225,0.8810882568359373,0.11891174316406257,"{""1"": {""0000"": 0.024658203125, ""0001"": 0.0987548828125, ""0010"": 0.10302734375, ""0011"": 0.0277099609375, ""0100"": 0.026123046875, ""0101"": 0.0987548828125, ""0110"": 0.095703125, ""0111"": 0.03076171875, ""1000"": 0.0963134765625, ""1001"": 0.0245361328125, ""1010"": 0.0262451171875, ""1011"": 0.1025390625, ""1100"": 0.0950927734375, ""1101"": 0.0235595703125, ""1110"": 0.0260009765625, ""1111"": 0.1002197265625}, ""3"": {""0000"": 0.0482177734375, ""0001"": 0.0841064453125, ""0010"": 0.0838623046875, ""0011"": 0.04052734375, ""0100"": 0.0479736328125, ""0101"": 0.0816650390625, ""0110"": 0.083984375, ""0111"": 0.038330078125, ""1000"": 0.0848388671875, ""1001"": 0.0384521484375, ""1010"": 0.0440673828125, ""1011"": 0.0770263671875, ""1100"": 0.0806884765625, ""1101"": 0.0421142578125, ""1110"": 0.0428466796875, ""1111"": 0.081298828125}, ""5"": {""0000"": 0.0545654296875, ""0001"": 0.076171875, ""0010"": 0.0791015625, ""0011"": 0.0526123046875, ""0100"": 0.0516357421875, ""0101"": 0.070068359375, ""0110"": 0.0814208984375, ""0111"": 0.0499267578125, ""1000"": 0.07177734375, ""1001"": 0.051513671875, ""1010"": 0.04931640625, ""1011"": 0.0728759765625, ""1100"": 0.071533203125, ""1101"": 0.04833984375, ""1110"": 0.052978515625, ""1111"": 0.066162109375}}"
contextuality-preserving,medium,True,R2C1,8192,2,1,0.93609619140625,0.9355207030188646,0.06617736816406233,0.93609619140625,0.06390380859375012,"{""1"": {""0000"": 0.1011962890625, ""0001"": 0.1025390625, ""0010"": 0.0218505859375, ""0011"": 0.0213623046875, ""0100"": 0.020263671875, ""0101"": 0.0220947265625, ""0110"": 0.1109619140625, ""0111"": 0.10693359375, ""1000"": 0.1031494140625, ""1001"": 0.099853515625, ""1010"": 0.022216796875, ""1011"": 0.0196533203125, ""1100"": 0.025390625, ""1101"": 0.0201416015625, ""1110"": 0.096923828125, ""1111"": 0.10546875}, ""3"": {""0000"": 0.0870361328125, ""0001"": 0.084228515625, ""0010"": 0.04248046875, ""0011"": 0.041015625, ""0100"": 0.0455322265625, ""0101"": 0.044189453125, ""0110"": 0.09326171875, ""0111"": 0.08349609375, ""1000"": 0.082763671875, ""1001"": 0.0792236328125, ""1010"": 0.0445556640625, ""1011"": 0.0406494140625, ""1100"": 0.040283203125, ""1101"": 0.03564453125, ""1110"": 0.078125, ""1111"": 0.0775146484375}, ""5"": {""0000"": 0.0755615234375, ""0001"": 0.06787109375, ""0010"": 0.05224609375, ""0011"": 0.0506591796875, ""0100"": 0.05712890625, ""0101"": 0.0574951171875, ""0110"": 0.080078125, ""0111"": 0.0677490234375, ""1000"": 0.07421875, ""1001"": 0.073486328125, ""1010"": 0.0494384765625, ""1011"": 0.0509033203125, ""1100"": 0.05029296875, ""1101"": 0.0518798828125, ""1110"": 0.070556640625, ""1111"": 0.0704345703125}}"
contextuality-preserving,medium,True,R2C2,8192,2,2,0.8572082519531251,0.856341452099041,0.14279174804687475,0.8572082519531251,0.1427917480468752,"{""1"": {""0000"": 0.10107421875, ""0001"": 0.030029296875, ""0010"": 0.0931396484375, ""0011"": 0.0277099609375, ""0100"": 0.031005859375, ""0101"": 0.096923828125, ""0110"": 0.0274658203125, ""0111"": 0.0987548828125, ""1000"": 0.09326171875, ""1001"": 0.0250244140625, ""1010"": 0.091796875, ""1011"": 0.02783203125, ""1100"": 0.029541015625, ""1101"": 0.100830078125, ""1110"": 0.0299072265625, ""1111"": 0.095703125}, ""3"": {""0000"": 0.0926513671875, ""0001"": 0.04345703125, ""0010"": 0.0872802734375, ""0011"": 0.0450439453125, ""0100"": 0.042236328125, ""0101"": 0.088623046875, ""0110"": 0.04833984375, ""0111"": 0.08154296875, ""1000"": 0.0782470703125, ""1001"": 0.044189453125, ""1010"": 0.07177734375, ""1011"": 0.041259765625, ""1100"": 0.0400390625, ""1101"": 0.0810546875, ""1110"": 0.0421142578125, ""1111"": 0.0721435546875}, ""5"": {""0000"": 0.0782470703125, ""0001"": 0.0501708984375, ""0010"": 0.0810546875, ""0011"": 0.050048828125, ""0100"": 0.05322265625, ""0101"": 0.076904296875, ""0110"": 0.0511474609375, ""0111"": 0.07421875, ""1000"": 0.075439453125, ""1001"": 0.0447998046875, ""1010"": 0.0770263671875, ""1011"": 0.0467529296875, ""1100"": 0.052001953125, ""1101"": 0.07421875, ""1110"": 0.045654296875, ""1111"": 0.069091796875}}"
contextuality-preserving,medium,True,R2C3,8192,2,3,0.8883361816406248,0.8870149239685996,0.1133422851562499,0.8883361816406248,0.11166381835937518,"{""1"": {""0000"": 0.028076171875, ""0001"": 0.0982666015625, ""0010"": 0.103271484375, ""0011"": 0.029541015625, ""0100"": 0.1019287109375, ""0101"": 0.02490234375, ""0110"": 0.0228271484375, ""0111"": 0.1041259765625, ""1000"": 0.0272216796875, ""1001"": 0.096435546875, ""1010"": 0.096435546875, ""1011"": 0.0286865234375, ""1100"": 0.09130859375, ""1101"": 0.0272216796875, ""1110"": 0.0240478515625, ""1111"": 0.095703125}, ""3"": {""0000"": 0.0452880859375, ""0001"": 0.083251953125, ""0010"": 0.083984375, ""0011"": 0.0452880859375, ""0100"": 0.08642578125, ""0101"": 0.0440673828125, ""0110"": 0.041259765625, ""0111"": 0.077880859375, ""1000"": 0.0474853515625, ""1001"": 0.0772705078125, ""1010"": 0.08056640625, ""1011"": 0.0408935546875, ""1100"": 0.0838623046875, ""1101"": 0.0469970703125, ""1110"": 0.0390625, ""1111"": 0.076416015625}, ""5"": {""0000"": 0.05517578125, ""0001"": 0.0723876953125, ""0010"": 0.0802001953125, ""0011"": 0.0491943359375, ""0100"": 0.0792236328125, ""0101"": 0.0511474609375, ""0110"": 0.0516357421875, ""0111"": 0.0767822265625, ""1000"": 0.0535888671875, ""1001"": 0.068359375, ""1010"": 0.072021484375, ""1011"": 0.0445556640625, ""1100"": 0.0771484375, ""1101"": 0.0467529296875, ""1110"": 0.0509033203125, ""1111"": 0.0709228515625}}"
contextuality-preserving,medium,True,R3C1,8192,3,1,0.8881988525390624,0.8875250956707144,0.11180114746093707,0.8881988525390624,0.11180114746093758,"{""1"": {""0000"": 0.10205078125, ""0001"": 0.103271484375, ""0010"": 0.024169921875, ""0011"": 0.0272216796875, ""0100"": 0.0240478515625, ""0101"": 0.0240478515625, ""0110"": 0.099609375, ""0111"": 0.0997314453125, ""1000"": 0.0238037109375, ""1001"": 0.0235595703125, ""1010"": 0.0963134765625, ""1011"": 0.10400390625, ""1100"": 0.103759765625, ""1101"": 0.098876953125, ""1110"": 0.0220947265625, ""1111"": 0.0234375}, ""3"": {""0000"": 0.0906982421875, ""0001"": 0.0870361328125, ""0010"": 0.042236328125, ""0011"": 0.039306640625, ""0100"": 0.0435791015625, ""0101"": 0.0421142578125, ""0110"": 0.08251953125, ""0111"": 0.086669921875, ""1000"": 0.040283203125, ""1001"": 0.037841796875, ""1010"": 0.085693359375, ""1011"": 0.080078125, ""1100"": 0.0887451171875, ""1101"": 0.0789794921875, ""1110"": 0.038330078125, ""1111"": 0.035888671875}, ""5"": {""0000"": 0.07958984375, ""0001"": 0.072021484375, ""0010"": 0.0504150390625, ""0011"": 0.044921875, ""0100"": 0.0546875, ""0101"": 0.0533447265625, ""0110"": 0.0814208984375, ""0111"": 0.07568359375, ""1000"": 0.0533447265625, ""1001"": 0.0509033203125, ""1010"": 0.068115234375, ""1011"": 0.0694580078125, ""1100"": 0.0780029296875, ""1101"": 0.07421875, ""1110"": 0.0445556640625, ""1111"": 0.04931640625}}"
contextuality-preserving,medium,True,R3C2,8192,3,2,0.8561553955078124,0.8552513333721051,0.14384460449218706,0.8561553955078124,0.1438446044921876,"{""1"": {""0000"": 0.099609375, ""0001"": 0.030029296875, ""0010"": 0.099609375, ""0011"": 0.0311279296875, ""0100"": 0.0277099609375, ""0101"": 0.0916748046875, ""0110"": 0.0333251953125, ""0111"": 0.0968017578125, ""1000"": 0.026123046875, ""1001"": 0.0947265625, ""1010"": 0.0294189453125, ""1011"": 0.0924072265625, ""1100"": 0.0980224609375, ""1101"": 0.029296875, ""1110"": 0.0911865234375, ""1111"": 0.0289306640625}, ""3"": {""0000"": 0.083740234375, ""0001"": 0.0478515625, ""0010"": 0.079833984375, ""0011"": 0.0489501953125, ""0100"": 0.0518798828125, ""0101"": 0.0819091796875, ""0110"": 0.05078125, ""0111"": 0.0789794921875, ""1000"": 0.044677734375, ""1001"": 0.078857421875, ""1010"": 0.0426025390625, ""1011"": 0.0740966796875, ""1100"": 0.0743408203125, ""1101"": 0.040283203125, ""1110"": 0.078125, ""1111"": 0.0430908203125}, ""5"": {""0000"": 0.0789794921875, ""0001"": 0.0540771484375, ""0010"": 0.07763671875, ""0011"": 0.052734375, ""0100"": 0.0555419921875, ""0101"": 0.07275390625, ""0110"": 0.0540771484375, ""0111"": 0.071533203125, ""1000"": 0.0562744140625, ""1001"": 0.069580078125, ""1010"": 0.0567626953125, ""1011"": 0.063720703125, ""1100"": 0.0643310546875, ""1101"": 0.054931640625, ""1110"": 0.06396484375, ""1111"": 0.0531005859375}}"
