circuit_short,baseline,baseline,preserving,preserving
mitigation_label,post,pre,post,pre
preservation_level,,,,
low,0.875097,0.753286,0.877934,0.781801
medium,0.874489,0.755848,0.889409,0.807351
high,0.850725,0.779635,0.887671,0.803506
