circuit_short,baseline,baseline,preserving,preserving
mitigation_label,post,pre,post,pre
preservation_level,,,,
low,0.876795,0.753662,0.87946,0.782267
medium,0.875714,0.756266,0.890359,0.807644
high,0.851935,0.780002,0.888968,0.803779
