circuit_type,mitigated,query_name,shots,row_index,column_index,win_probability,row_product_expectation,column_product_expectation,fidelity,trace_distance,success_probability,failure_probability,raw_scale_factor_dists
contextuality-medium,True,R2C2,8192,2,2,0.8786010742187498,1.0,-1.0,0.8764390816033983,0.1213989257812498,0.8786010742187498,0.12139892578125017,"{""1"": {""0000"": 0.1060791015625, ""0001"": 0.0269775390625, ""0010"": 0.0919189453125, ""0011"": 0.02685546875, ""0100"": 0.030029296875, ""0101"": 0.1024169921875, ""0110"": 0.02490234375, ""0111"": 0.0975341796875, ""1000"": 0.0908203125, ""1001"": 0.025146484375, ""1010"": 0.105712890625, ""1011"": 0.0291748046875, ""1100"": 0.0286865234375, ""1101"": 0.088134765625, ""1110"": 0.0272216796875, ""1111"": 0.098388671875}, ""3"": {""0000"": 0.086181640625, ""0001"": 0.045654296875, ""0010"": 0.0806884765625, ""0011"": 0.042236328125, ""0100"": 0.0433349609375, ""0101"": 0.0816650390625, ""0110"": 0.04931640625, ""0111"": 0.0869140625, ""1000"": 0.0823974609375, ""1001"": 0.043212890625, ""1010"": 0.080078125, ""1011"": 0.0404052734375, ""1100"": 0.042724609375, ""1101"": 0.073974609375, ""1110"": 0.0443115234375, ""1111"": 0.076904296875}, ""5"": {""0000"": 0.083251953125, ""0001"": 0.05078125, ""0010"": 0.084716796875, ""0011"": 0.0482177734375, ""0100"": 0.0498046875, ""0101"": 0.0775146484375, ""0110"": 0.0528564453125, ""0111"": 0.0748291015625, ""1000"": 0.0726318359375, ""1001"": 0.0511474609375, ""1010"": 0.0712890625, ""1011"": 0.049560546875, ""1100"": 0.0521240234375, ""1101"": 0.068359375, ""1110"": 0.044921875, ""1111"": 0.0679931640625}}"
contextuality-medium,True,R2C3,8192,2,3,0.9012451171874999,0.9999999999999999,-0.9999999999999999,0.8989001651944577,0.1110382080078122,0.9012451171874999,0.09875488281250014,"{""1"": {""0000"": 0.02978515625, ""0001"": 0.095947265625, ""0010"": 0.1060791015625, ""0011"": 0.0198974609375, ""0100"": 0.0985107421875, ""0101"": 0.023681640625, ""0110"": 0.0263671875, ""0111"": 0.0987548828125, ""1000"": 0.0267333984375, ""1001"": 0.1097412109375, ""1010"": 0.0970458984375, ""1011"": 0.0206298828125, ""1100"": 0.0968017578125, ""1101"": 0.0238037109375, ""1110"": 0.0283203125, ""1111"": 0.097900390625}, ""3"": {""0000"": 0.0491943359375, ""0001"": 0.087158203125, ""0010"": 0.0919189453125, ""0011"": 0.0450439453125, ""0100"": 0.090087890625, ""0101"": 0.038330078125, ""0110"": 0.0426025390625, ""0111"": 0.07763671875, ""1000"": 0.0428466796875, ""1001"": 0.0750732421875, ""1010"": 0.0738525390625, ""1011"": 0.0408935546875, ""1100"": 0.0870361328125, ""1101"": 0.0386962890625, ""1110"": 0.04541015625, ""1111"": 0.07421875}, ""5"": {""0000"": 0.051025390625, ""0001"": 0.076171875, ""0010"": 0.0802001953125, ""0011"": 0.051025390625, ""0100"": 0.075927734375, ""0101"": 0.0462646484375, ""0110"": 0.06005859375, ""0111"": 0.072265625, ""1000"": 0.0535888671875, ""1001"": 0.067626953125, ""1010"": 0.073486328125, ""1011"": 0.0494384765625, ""1100"": 0.07666015625, ""1101"": 0.048828125, ""1110"": 0.0504150390625, ""1111"": 0.0670166015625}}"
contextuality-medium,True,R3C1,8192,3,1,0.8838043212890625,1.0,-1.0,0.8824062506803959,0.11619567871093704,0.8838043212890625,0.11619567871093767,"{""1"": {""0000"": 0.0931396484375, ""0001"": 0.1077880859375, ""0010"": 0.02490234375, ""0011"": 0.0262451171875, ""0100"": 0.02685546875, ""0101"": 0.021484375, ""0110"": 0.103271484375, ""0111"": 0.098876953125, ""1000"": 0.0252685546875, ""1001"": 0.027099609375, ""1010"": 0.09716796875, ""1011"": 0.0986328125, ""1100"": 0.10595703125, ""1101"": 0.095947265625, ""1110"": 0.0225830078125, ""1111"": 0.0247802734375}, ""3"": {""0000"": 0.0899658203125, ""0001"": 0.08447265625, ""0010"": 0.0423583984375, ""0011"": 0.03857421875, ""0100"": 0.045654296875, ""0101"": 0.04296875, ""0110"": 0.091796875, ""0111"": 0.076904296875, ""1000"": 0.04541015625, ""1001"": 0.038330078125, ""1010"": 0.0787353515625, ""1011"": 0.084228515625, ""1100"": 0.0870361328125, ""1101"": 0.0784912109375, ""1110"": 0.0401611328125, ""1111"": 0.034912109375}, ""5"": {""0000"": 0.0821533203125, ""0001"": 0.0721435546875, ""0010"": 0.0546875, ""0011"": 0.048828125, ""0100"": 0.0557861328125, ""0101"": 0.0574951171875, ""0110"": 0.07470703125, ""0111"": 0.0687255859375, ""1000"": 0.0472412109375, ""1001"": 0.048095703125, ""1010"": 0.0791015625, ""1011"": 0.0704345703125, ""1100"": 0.074951171875, ""1101"": 0.0694580078125, ""1110"": 0.0462646484375, ""1111"": 0.0499267578125}}"
contextuality-medium,True,R3C2,8192,3,2,0.8658905029296873,1.0,-1.0,0.8649684548906502,0.1341094970703121,0.8658905029296873,0.13410949707031267,"{""1"": {""0000"": 0.09765625, ""0001"": 0.029296875, ""0010"": 0.104736328125, ""0011"": 0.0296630859375, ""0100"": 0.02880859375, ""0101"": 0.1007080078125, ""0110"": 0.0279541015625, ""0111"": 0.0975341796875, ""1000"": 0.03076171875, ""1001"": 0.092529296875, ""1010"": 0.0302734375, ""1011"": 0.0911865234375, ""1100"": 0.0919189453125, ""1101"": 0.029052734375, ""1110"": 0.093505859375, ""1111"": 0.0244140625}, ""3"": {""0000"": 0.0892333984375, ""0001"": 0.0499267578125, ""0010"": 0.083740234375, ""0011"": 0.049560546875, ""0100"": 0.0465087890625, ""0101"": 0.0748291015625, ""0110"": 0.048828125, ""0111"": 0.082275390625, ""1000"": 0.0458984375, ""1001"": 0.0782470703125, ""1010"": 0.0418701171875, ""1011"": 0.0755615234375, ""1100"": 0.0755615234375, ""1101"": 0.04345703125, ""1110"": 0.0753173828125, ""1111"": 0.0391845703125}, ""5"": {""0000"": 0.0809326171875, ""0001"": 0.0557861328125, ""0010"": 0.07666015625, ""0011"": 0.0550537109375, ""0100"": 0.0521240234375, ""0101"": 0.0660400390625, ""0110"": 0.0517578125, ""0111"": 0.0697021484375, ""1000"": 0.0560302734375, ""1001"": 0.07275390625, ""1010"": 0.0556640625, ""1011"": 0.0693359375, ""1100"": 0.06982421875, ""1101"": 0.0487060546875, ""1110"": 0.07080078125, ""1111"": 0.048828125}}"
contextuality-medium,True,R3C3,8192,3,3,0.8509521484375,1.0,-1.0,0.8497861379249617,0.14904785156249956,0.8509521484375,0.1490478515625001,"{""1"": {""0000"": 0.0303955078125, ""0001"": 0.097900390625, ""0010"": 0.0994873046875, ""0011"": 0.0272216796875, ""0100"": 0.09814453125, ""0101"": 0.02783203125, ""0110"": 0.029541015625, ""0111"": 0.1016845703125, ""1000"": 0.0992431640625, ""1001"": 0.025146484375, ""1010"": 0.0264892578125, ""1011"": 0.0911865234375, ""1100"": 0.0260009765625, ""1101"": 0.0894775390625, ""1110"": 0.10107421875, ""1111"": 0.0291748046875}, ""3"": {""0000"": 0.0472412109375, ""0001"": 0.0843505859375, ""0010"": 0.087890625, ""0011"": 0.0411376953125, ""0100"": 0.08935546875, ""0101"": 0.0406494140625, ""0110"": 0.045166015625, ""0111"": 0.08056640625, ""1000"": 0.0828857421875, ""1001"": 0.03466796875, ""1010"": 0.0421142578125, ""1011"": 0.0804443359375, ""1100"": 0.0404052734375, ""1101"": 0.0843505859375, ""1110"": 0.0831298828125, ""1111"": 0.03564453125}, ""5"": {""0000"": 0.0537109375, ""0001"": 0.080322265625, ""0010"": 0.0755615234375, ""0011"": 0.046630859375, ""0100"": 0.0859375, ""0101"": 0.048828125, ""0110"": 0.0479736328125, ""0111"": 0.0736083984375, ""1000"": 0.0765380859375, ""1001"": 0.0418701171875, ""1010"": 0.0472412109375, ""1011"": 0.0765380859375, ""1100"": 0.049072265625, ""1101"": 0.0777587890625, ""1110"": 0.0751953125, ""1111"": 0.043212890625}}"
contextuality-high,True,R1C1,8192,1,1,0.9262390136718751,1.0,-1.0,0.9226003343819075,0.0902862548828125,0.9262390136718751,0.07376098632812501,"{""1"": {""0000"": 0.1082763671875, ""0001"": 0.1021728515625, ""0010"": 0.0162353515625, ""0011"": 0.0145263671875, ""0100"": 0.11767578125, ""0101"": 0.1180419921875, ""0110"": 0.01416015625, ""0111"": 0.013427734375, ""1000"": 0.0126953125, ""1001"": 0.009765625, ""1010"": 0.1173095703125, ""1011"": 0.116455078125, ""1100"": 0.0113525390625, ""1101"": 0.0098876953125, ""1110"": 0.113037109375, ""1111"": 0.10498046875}, ""3"": {""0000"": 0.1220703125, ""0001"": 0.1063232421875, ""0010"": 0.0186767578125, ""0011"": 0.0189208984375, ""0100"": 0.1134033203125, ""0101"": 0.105712890625, ""0110"": 0.018310546875, ""0111"": 0.0181884765625, ""1000"": 0.0152587890625, ""1001"": 0.018310546875, ""1010"": 0.1068115234375, ""1011"": 0.0972900390625, ""1100"": 0.0179443359375, ""1101"": 0.017822265625, ""1110"": 0.10693359375, ""1111"": 0.0980224609375}, ""5"": {""0000"": 0.1102294921875, ""0001"": 0.107177734375, ""0010"": 0.0233154296875, ""0011"": 0.0216064453125, ""0100"": 0.114990234375, ""0101"": 0.109619140625, ""0110"": 0.021484375, ""0111"": 0.0198974609375, ""1000"": 0.021240234375, ""1001"": 0.0181884765625, ""1010"": 0.1094970703125, ""1011"": 0.0986328125, ""1100"": 0.0205078125, ""1101"": 0.018310546875, ""1110"": 0.095458984375, ""1111"": 0.08984375}}"
contextuality-high,True,R1C2,8192,1,2,0.87884521484375,1.0,-1.0,0.8778693191922161,0.12115478515624994,0.87884521484375,0.12115478515625014,"{""1"": {""0000"": 0.103271484375, ""0001"": 0.0242919921875, ""0010"": 0.1019287109375, ""0011"": 0.026611328125, ""0100"": 0.0958251953125, ""0101"": 0.0244140625, ""0110"": 0.1043701171875, ""0111"": 0.02490234375, ""1000"": 0.025390625, ""1001"": 0.097900390625, ""1010"": 0.02783203125, ""1011"": 0.099609375, ""1100"": 0.02587890625, ""1101"": 0.096435546875, ""1110"": 0.0257568359375, ""1111"": 0.0955810546875}, ""3"": {""0000"": 0.0921630859375, ""0001"": 0.0413818359375, ""0010"": 0.0799560546875, ""0011"": 0.0401611328125, ""0100"": 0.0911865234375, ""0101"": 0.03759765625, ""0110"": 0.0855712890625, ""0111"": 0.0401611328125, ""1000"": 0.0426025390625, ""1001"": 0.0821533203125, ""1010"": 0.0435791015625, ""1011"": 0.0767822265625, ""1100"": 0.04638671875, ""1101"": 0.08447265625, ""1110"": 0.0389404296875, ""1111"": 0.076904296875}, ""5"": {""0000"": 0.0814208984375, ""0001"": 0.0546875, ""0010"": 0.0777587890625, ""0011"": 0.047607421875, ""0100"": 0.083984375, ""0101"": 0.048828125, ""0110"": 0.0731201171875, ""0111"": 0.0557861328125, ""1000"": 0.0462646484375, ""1001"": 0.07470703125, ""1010"": 0.0474853515625, ""1011"": 0.0697021484375, ""1100"": 0.05126953125, ""1101"": 0.0716552734375, ""1110"": 0.0484619140625, ""1111"": 0.0672607421875}}"
contextuality-high,True,R1C3,8192,1,3,0.9009399414062499,1.0,-1.0,0.9005664924241118,0.09906005859374997,0.9009399414062499,0.0990600585937502,"{""1"": {""0000"": 0.02734375, ""0001"": 0.0970458984375, ""0010"": 0.105224609375, ""0011"": 0.0260009765625, ""0100"": 0.024169921875, ""0101"": 0.1005859375, ""0110"": 0.1021728515625, ""0111"": 0.0267333984375, ""1000"": 0.1009521484375, ""1001"": 0.023681640625, ""1010"": 0.02197265625, ""1011"": 0.096923828125, ""1100"": 0.105712890625, ""1101"": 0.0213623046875, ""1110"": 0.0247802734375, ""1111"": 0.0953369140625}, ""3"": {""0000"": 0.046630859375, ""0001"": 0.0850830078125, ""0010"": 0.08837890625, ""0011"": 0.0390625, ""0100"": 0.0487060546875, ""0101"": 0.081787109375, ""0110"": 0.0833740234375, ""0111"": 0.0428466796875, ""1000"": 0.0889892578125, ""1001"": 0.037109375, ""1010"": 0.039306640625, ""1011"": 0.080322265625, ""1100"": 0.084228515625, ""1101"": 0.0379638671875, ""1110"": 0.0390625, ""1111"": 0.0771484375}, ""5"": {""0000"": 0.0518798828125, ""0001"": 0.08056640625, ""0010"": 0.080810546875, ""0011"": 0.0491943359375, ""0100"": 0.0535888671875, ""0101"": 0.0767822265625, ""0110"": 0.077880859375, ""0111"": 0.0474853515625, ""1000"": 0.0823974609375, ""1001"": 0.0435791015625, ""1010"": 0.0462646484375, ""1011"": 0.0733642578125, ""1100"": 0.0697021484375, ""1101"": 0.0457763671875, ""1110"": 0.0484619140625, ""1111"": 0.072265625}}"
contextuality-high,True,R2C1,8192,2,1,0.9352264404296874,1.0,-1.0,0.9340929014096092,0.07101440429687501,0.9352264404296874,0.0647735595703126,"{""1"": {""0000"": 0.1099853515625, ""0001"": 0.1065673828125, ""0010"": 0.0230712890625, ""0011"": 0.021728515625, ""0100"": 0.02392578125, ""0101"": 0.023193359375, ""0110"": 0.1138916015625, ""0111"": 0.103515625, ""1000"": 0.1046142578125, ""1001"": 0.0968017578125, ""1010"": 0.0218505859375, ""1011"": 0.02197265625, ""1100"": 0.02001953125, ""1101"": 0.01806640625, ""1110"": 0.0965576171875, ""1111"": 0.09423828125}, ""3"": {""0000"": 0.0924072265625, ""0001"": 0.087158203125, ""0010"": 0.0430908203125, ""0011"": 0.0399169921875, ""0100"": 0.0447998046875, ""0101"": 0.045166015625, ""0110"": 0.089599609375, ""0111"": 0.0775146484375, ""1000"": 0.08984375, ""1001"": 0.0802001953125, ""1010"": 0.04345703125, ""1011"": 0.03515625, ""1100"": 0.0390625, ""1101"": 0.03857421875, ""1110"": 0.080322265625, ""1111"": 0.07373046875}, ""5"": {""0000"": 0.07861328125, ""0001"": 0.0791015625, ""0010"": 0.052001953125, ""0011"": 0.0494384765625, ""0100"": 0.0540771484375, ""0101"": 0.05322265625, ""0110"": 0.0791015625, ""0111"": 0.07421875, ""1000"": 0.079345703125, ""1001"": 0.068603515625, ""1010"": 0.0491943359375, ""1011"": 0.0452880859375, ""1100"": 0.0498046875, ""1101"": 0.0479736328125, ""1110"": 0.0733642578125, ""1111"": 0.066650390625}}"
contextuality-high,True,R2C2,8192,2,2,0.8539581298828125,1.0,-1.0,0.8536283446139658,0.14604187011718736,0.8539581298828125,0.14604187011718753,"{""1"": {""0000"": 0.10205078125, ""0001"": 0.0277099609375, ""0010"": 0.0999755859375, ""0011"": 0.027099609375, ""0100"": 0.026611328125, ""0101"": 0.093994140625, ""0110"": 0.0263671875, ""0111"": 0.093017578125, ""1000"": 0.0958251953125, ""1001"": 0.0291748046875, ""1010"": 0.1033935546875, ""1011"": 0.02392578125, ""1100"": 0.031005859375, ""1101"": 0.094482421875, ""1110"": 0.0301513671875, ""1111"": 0.09521484375}, ""3"": {""0000"": 0.092529296875, ""0001"": 0.045166015625, ""0010"": 0.086669921875, ""0011"": 0.0413818359375, ""0100"": 0.0472412109375, ""0101"": 0.0821533203125, ""0110"": 0.045654296875, ""0111"": 0.0787353515625, ""1000"": 0.0797119140625, ""1001"": 0.0340576171875, ""1010"": 0.0865478515625, ""1011"": 0.0377197265625, ""1100"": 0.0450439453125, ""1101"": 0.0784912109375, ""1110"": 0.0419921875, ""1111"": 0.076904296875}, ""5"": {""0000"": 0.0770263671875, ""0001"": 0.050537109375, ""0010"": 0.08642578125, ""0011"": 0.0479736328125, ""0100"": 0.05419921875, ""0101"": 0.070556640625, ""0110"": 0.053466796875, ""0111"": 0.07421875, ""1000"": 0.0738525390625, ""1001"": 0.0513916015625, ""1010"": 0.07470703125, ""1011"": 0.0489501953125, ""1100"": 0.0462646484375, ""1101"": 0.0667724609375, ""1110"": 0.053955078125, ""1111"": 0.0697021484375}}"
contextuality-high,True,R2C3,8192,2,3,0.9319915771484374,1.0,-1.0,0.9309141685029569,0.07397460937500006,0.9319915771484374,0.06800842285156271,"{""1"": {""0000"": 0.0224609375, ""0001"": 0.106201171875, ""0010"": 0.1048583984375, ""0011"": 0.0233154296875, ""0100"": 0.10205078125, ""0101"": 0.0245361328125, ""0110"": 0.023193359375, ""0111"": 0.1005859375, ""1000"": 0.025390625, ""1001"": 0.0960693359375, ""1010"": 0.1031494140625, ""1011"": 0.0205078125, ""1100"": 0.109130859375, ""1101"": 0.024169921875, ""1110"": 0.021728515625, ""1111"": 0.0926513671875}, ""3"": {""0000"": 0.045654296875, ""0001"": 0.0853271484375, ""0010"": 0.0885009765625, ""0011"": 0.0462646484375, ""0100"": 0.084716796875, ""0101"": 0.03857421875, ""0110"": 0.04833984375, ""0111"": 0.08203125, ""1000"": 0.045166015625, ""1001"": 0.081787109375, ""1010"": 0.0792236328125, ""1011"": 0.0394287109375, ""1100"": 0.08203125, ""1101"": 0.0379638671875, ""1110"": 0.040771484375, ""1111"": 0.07421875}, ""5"": {""0000"": 0.0523681640625, ""0001"": 0.0758056640625, ""0010"": 0.080322265625, ""0011"": 0.051025390625, ""0100"": 0.0775146484375, ""0101"": 0.048828125, ""0110"": 0.0511474609375, ""0111"": 0.0787353515625, ""1000"": 0.0479736328125, ""1001"": 0.0697021484375, ""1010"": 0.0745849609375, ""1011"": 0.0440673828125, ""1100"": 0.0770263671875, ""1101"": 0.0518798828125, ""1110"": 0.048095703125, ""1111"": 0.0709228515625}}"
contextuality-high,True,R3C1,8192,3,1,0.8864593505859375,1.0,-1.0,0.8859722881007364,0.11354064941406238,0.8864593505859375,0.11354064941406262,"{""1"": {""0000"": 0.098876953125, ""0001"": 0.0972900390625, ""0010"": 0.027099609375, ""0011"": 0.0264892578125, ""0100"": 0.0250244140625, ""0101"": 0.02294921875, ""0110"": 0.10595703125, ""0111"": 0.094970703125, ""1000"": 0.023193359375, ""1001"": 0.023681640625, ""1010"": 0.1038818359375, ""1011"": 0.1002197265625, ""1100"": 0.1058349609375, ""1101"": 0.0958251953125, ""1110"": 0.0224609375, ""1111"": 0.0262451171875}, ""3"": {""0000"": 0.09375, ""0001"": 0.0838623046875, ""0010"": 0.0440673828125, ""0011"": 0.0423583984375, ""0100"": 0.0443115234375, ""0101"": 0.0418701171875, ""0110"": 0.089111328125, ""0111"": 0.0787353515625, ""1000"": 0.0382080078125, ""1001"": 0.0382080078125, ""1010"": 0.0877685546875, ""1011"": 0.0814208984375, ""1100"": 0.0892333984375, ""1101"": 0.076904296875, ""1110"": 0.0360107421875, ""1111"": 0.0341796875}, ""5"": {""0000"": 0.0859375, ""0001"": 0.0794677734375, ""0010"": 0.0474853515625, ""0011"": 0.0504150390625, ""0100"": 0.0516357421875, ""0101"": 0.0484619140625, ""0110"": 0.081298828125, ""0111"": 0.076171875, ""1000"": 0.0506591796875, ""1001"": 0.04638671875, ""1010"": 0.0726318359375, ""1011"": 0.078369140625, ""1100"": 0.073486328125, ""1101"": 0.071533203125, ""1110"": 0.045166015625, ""1111"": 0.0408935546875}}"
contextuality-high,True,R3C2,8192,3,2,0.8587799072265625,1.0,-1.0,0.8570995750469319,0.14122009277343742,0.8587799072265625,0.14122009277343764,"{""1"": {""0000"": 0.09814453125, ""0001"": 0.032470703125, ""0010"": 0.0972900390625, ""0011"": 0.025634765625, ""0100"": 0.0316162109375, ""0101"": 0.0936279296875, ""0110"": 0.0352783203125, ""0111"": 0.0926513671875, ""1000"": 0.031005859375, ""1001"": 0.0977783203125, ""1010"": 0.0291748046875, ""1011"": 0.095458984375, ""1100"": 0.090087890625, ""1101"": 0.0255126953125, ""1110"": 0.0997314453125, ""1111"": 0.0245361328125}, ""3"": {""0000"": 0.077880859375, ""0001"": 0.0462646484375, ""0010"": 0.08203125, ""0011"": 0.0484619140625, ""0100"": 0.0509033203125, ""0101"": 0.0811767578125, ""0110"": 0.04931640625, ""0111"": 0.07568359375, ""1000"": 0.0452880859375, ""1001"": 0.0770263671875, ""1010"": 0.0430908203125, ""1011"": 0.0771484375, ""1100"": 0.087890625, ""1101"": 0.0404052734375, ""1110"": 0.0753173828125, ""1111"": 0.0421142578125}, ""5"": {""0000"": 0.0810546875, ""0001"": 0.0535888671875, ""0010"": 0.076171875, ""0011"": 0.0496826171875, ""0100"": 0.0562744140625, ""0101"": 0.0709228515625, ""0110"": 0.052978515625, ""0111"": 0.0711669921875, ""1000"": 0.0531005859375, ""1001"": 0.0655517578125, ""1010"": 0.052734375, ""1011"": 0.072509765625, ""1100"": 0.0751953125, ""1101"": 0.0528564453125, ""1110"": 0.0675048828125, ""1111"": 0.0487060546875}}"
contextuality-high,True,R3C3,8192,3,3,0.8837127685546874,0.9999999999999999,-0.9999999999999999,0.8827925387765074,0.11628723144531247,0.8837127685546874,0.1162872314453127,"{""1"": {""0000"": 0.02734375, ""0001"": 0.103759765625, ""0010"": 0.09814453125, ""0011"": 0.0267333984375, ""0100"": 0.1015625, ""0101"": 0.0257568359375, ""0110"": 0.0316162109375, ""0111"": 0.0965576171875, ""1000"": 0.098388671875, ""1001"": 0.023193359375, ""1010"": 0.0255126953125, ""1011"": 0.0992431640625, ""1100"": 0.0240478515625, ""1101"": 0.0892333984375, ""1110"": 0.099365234375, ""1111"": 0.029541015625}, ""3"": {""0000"": 0.0477294921875, ""0001"": 0.0843505859375, ""0010"": 0.085693359375, ""0011"": 0.041259765625, ""0100"": 0.0823974609375, ""0101"": 0.041259765625, ""0110"": 0.0458984375, ""0111"": 0.0814208984375, ""1000"": 0.08349609375, ""1001"": 0.0396728515625, ""1010"": 0.040283203125, ""1011"": 0.084228515625, ""1100"": 0.04638671875, ""1101"": 0.079345703125, ""1110"": 0.080810546875, ""1111"": 0.0357666015625}, ""5"": {""0000"": 0.0509033203125, ""0001"": 0.083984375, ""0010"": 0.077880859375, ""0011"": 0.05126953125, ""0100"": 0.0814208984375, ""0101"": 0.042724609375, ""0110"": 0.05126953125, ""0111"": 0.0843505859375, ""1000"": 0.0723876953125, ""1001"": 0.041748046875, ""1010"": 0.04345703125, ""1011"": 0.0771484375, ""1100"": 0.0469970703125, ""1101"": 0.0758056640625, ""1110"": 0.078125, ""1111"": 0.04052734375}}"
baseline,True,R1C1,8192,1,1,0.9429168701171874,1.0,-1.0,0.9424370394097037,0.057617187499999244,0.9429168701171874,0.05708312988281256,"{""1"": {""0000"": 0.1131591796875, ""0001"": 0.1107177734375, ""0010"": 0.0142822265625, ""0011"": 0.0146484375, ""0100"": 0.1171875, ""0101"": 0.1083984375, ""0110"": 0.0137939453125, ""0111"": 0.013427734375, ""1000"": 0.0123291015625, ""1001"": 0.0107421875, ""1010"": 0.11279296875, ""1011"": 0.11083984375, ""1100"": 0.01416015625, ""1101"": 0.013671875, ""1110"": 0.109130859375, ""1111"": 0.1107177734375}, ""3"": {""0000"": 0.1082763671875, ""0001"": 0.1011962890625, ""0010"": 0.0242919921875, ""0011"": 0.0242919921875, ""0100"": 0.1053466796875, ""0101"": 0.1029052734375, ""0110"": 0.0244140625, ""0111"": 0.0245361328125, ""1000"": 0.0245361328125, ""1001"": 0.0206298828125, ""1010"": 0.1046142578125, ""1011"": 0.09765625, ""1100"": 0.0228271484375, ""1101"": 0.0194091796875, ""1110"": 0.1029052734375, ""1111"": 0.0921630859375}, ""5"": {""0000"": 0.10205078125, ""0001"": 0.09716796875, ""0010"": 0.029541015625, ""0011"": 0.0274658203125, ""0100"": 0.0965576171875, ""0101"": 0.09521484375, ""0110"": 0.0302734375, ""0111"": 0.03125, ""1000"": 0.025390625, ""1001"": 0.0274658203125, ""1010"": 0.098388671875, ""1011"": 0.0955810546875, ""1100"": 0.0323486328125, ""1101"": 0.0296630859375, ""1110"": 0.09326171875, ""1111"": 0.08837890625}}"
baseline,True,R1C2,8192,1,2,0.8677520751953124,1.0,-1.0,0.8652681123131922,0.1322479248046865,0.8677520751953124,0.13224792480468767,"{""1"": {""0000"": 0.0909423828125, ""0001"": 0.0291748046875, ""0010"": 0.099853515625, ""0011"": 0.0313720703125, ""0100"": 0.09423828125, ""0101"": 0.029052734375, ""0110"": 0.1005859375, ""0111"": 0.032958984375, ""1000"": 0.029052734375, ""1001"": 0.08740234375, ""1010"": 0.0294189453125, ""1011"": 0.101318359375, ""1100"": 0.0313720703125, ""1101"": 0.0888671875, ""1110"": 0.02783203125, ""1111"": 0.0965576171875}, ""3"": {""0000"": 0.080810546875, ""0001"": 0.0472412109375, ""0010"": 0.077880859375, ""0011"": 0.048828125, ""0100"": 0.0870361328125, ""0101"": 0.0517578125, ""0110"": 0.077392578125, ""0111"": 0.046875, ""1000"": 0.05029296875, ""1001"": 0.074951171875, ""1010"": 0.0455322265625, ""1011"": 0.073486328125, ""1100"": 0.0501708984375, ""1101"": 0.0701904296875, ""1110"": 0.05078125, ""1111"": 0.0667724609375}, ""5"": {""0000"": 0.0755615234375, ""0001"": 0.0599365234375, ""0010"": 0.0697021484375, ""0011"": 0.0562744140625, ""0100"": 0.0677490234375, ""0101"": 0.0562744140625, ""0110"": 0.072998046875, ""0111"": 0.0546875, ""1000"": 0.05810546875, ""1001"": 0.066162109375, ""1010"": 0.056640625, ""1011"": 0.062744140625, ""1100"": 0.058349609375, ""1101"": 0.0648193359375, ""1110"": 0.05615234375, ""1111"": 0.0638427734375}}"
baseline,True,R1C3,8192,1,3,0.8757629394531251,1.0,-1.0,0.8741531995259727,0.12423706054687386,0.8757629394531251,0.12423706054687512,"{""1"": {""0000"": 0.025634765625, ""0001"": 0.093505859375, ""0010"": 0.1041259765625, ""0011"": 0.0299072265625, ""0100"": 0.033447265625, ""0101"": 0.1015625, ""0110"": 0.095458984375, ""0111"": 0.0279541015625, ""1000"": 0.10595703125, ""1001"": 0.0264892578125, ""1010"": 0.0238037109375, ""1011"": 0.083251953125, ""1100"": 0.09326171875, ""1101"": 0.024169921875, ""1110"": 0.0301513671875, ""1111"": 0.101318359375}, ""3"": {""0000"": 0.05322265625, ""0001"": 0.0792236328125, ""0010"": 0.0850830078125, ""0011"": 0.0457763671875, ""0100"": 0.0516357421875, ""0101"": 0.0849609375, ""0110"": 0.0755615234375, ""0111"": 0.04150390625, ""1000"": 0.083251953125, ""1001"": 0.04833984375, ""1010"": 0.0426025390625, ""1011"": 0.0697021484375, ""1100"": 0.07763671875, ""1101"": 0.0408935546875, ""1110"": 0.0458984375, ""1111"": 0.07470703125}, ""5"": {""0000"": 0.054931640625, ""0001"": 0.07080078125, ""0010"": 0.072265625, ""0011"": 0.058349609375, ""0100"": 0.06396484375, ""0101"": 0.075439453125, ""0110"": 0.0657958984375, ""0111"": 0.0557861328125, ""1000"": 0.075927734375, ""1001"": 0.0562744140625, ""1010"": 0.0540771484375, ""1011"": 0.0631103515625, ""1100"": 0.0638427734375, ""1101"": 0.0538330078125, ""1110"": 0.0592041015625, ""1111"": 0.056396484375}}"
